Timestamp, FPS
2024-10-13 14:03:57.807, 36.25422
2024-10-13 14:03:57.834, 36.13161
2024-10-13 14:03:57.859, 36.32084
2024-10-13 14:03:57.899, 25.73095
2024-10-13 14:03:57.925, 38.43936
2024-10-13 14:03:57.951, 39.99024
2024-10-13 14:03:57.973, 40.38218
2024-10-13 14:03:57.996, 44.54284
2024-10-13 14:03:58.019, 43.17323
2024-10-13 14:03:58.042, 43.86715
2024-10-13 14:03:58.066, 43.20382
2024-10-13 14:03:58.102, 26.37367
2024-10-13 14:03:58.126, 45.1455
2024-10-13 14:03:58.149, 42.23294
2024-10-13 14:03:58.177, 39.97713
2024-10-13 14:03:58.205, 36.6067
2024-10-13 14:03:58.229, 36.5822
2024-10-13 14:03:58.252, 43.02297
2024-10-13 14:03:58.276, 42.3657
2024-10-13 14:03:58.316, 25.4742
2024-10-13 14:03:58.349, 40.37468
2024-10-13 14:03:58.377, 28.17219
2024-10-13 14:03:58.402, 38.63779
2024-10-13 14:03:58.427, 40.7498
2024-10-13 14:03:58.455, 36.64749
2024-10-13 14:03:58.481, 36.6444
2024-10-13 14:03:58.523, 24.31286
2024-10-13 14:03:58.559, 28.42023
2024-10-13 14:03:58.585, 37.20155
2024-10-13 14:03:58.612, 37.30021
2024-10-13 14:03:58.640, 36.07335
2024-10-13 14:03:58.667, 37.45529
2024-10-13 14:03:58.702, 32.6521
2024-10-13 14:03:58.747, 20.33727
2024-10-13 14:03:58.777, 35.93787
2024-10-13 14:03:58.804, 34.55365
2024-10-13 14:03:58.832, 37.5281
2024-10-13 14:03:58.859, 36.03266
2024-10-13 14:03:58.887, 37.11195
2024-10-13 14:03:58.914, 35.81431
2024-10-13 14:03:58.956, 23.78925
2024-10-13 14:03:58.984, 35.92444
2024-10-13 14:03:59.012, 36.1682
2024-10-13 14:03:59.040, 35.70625
2024-10-13 14:03:59.069, 36.37236
2024-10-13 14:03:59.097, 33.78424
2024-10-13 14:03:59.221, 8.170656
2024-10-13 14:03:59.375, 6.872049
2024-10-13 14:03:59.408, 23.79813
2024-10-13 14:03:59.443, 30.28321
2024-10-13 14:03:59.490, 20.83138
2024-10-13 14:03:59.521, 31.57842
2024-10-13 14:03:59.553, 31.7766
2024-10-13 14:03:59.585, 31.22531
2024-10-13 14:03:59.618, 31.24951
2024-10-13 14:03:59.650, 30.46366
2024-10-13 14:03:59.700, 20.76145
2024-10-13 14:03:59.735, 27.7814
2024-10-13 14:03:59.767, 29.94819
2024-10-13 14:03:59.810, 31.37865
2024-10-13 14:03:59.843, 23.59342
2024-10-13 14:03:59.876, 29.89421
2024-10-13 14:03:59.928, 20.77456
2024-10-13 14:03:59.961, 27.42709
2024-10-13 14:03:59.994, 30.23194
2024-10-13 14:04:00.040, 30.45818
2024-10-13 14:04:00.092, 20.12004
2024-10-13 14:04:00.142, 18.1878
2024-10-13 14:04:00.274, 7.603117
2024-10-13 14:04:00.424, 6.698202
2024-10-13 14:04:00.499, 12.79412
2024-10-13 14:04:00.564, 16.5771
2024-10-13 14:04:00.626, 15.46819
2024-10-13 14:04:00.689, 15.72295
2024-10-13 14:04:00.760, 13.83723
2024-10-13 14:04:00.806, 22.40168
2024-10-13 14:04:00.852, 21.59683
2024-10-13 14:04:00.918, 14.81512
2024-10-13 14:04:00.967, 19.88285
2024-10-13 14:04:01.011, 24.48406
2024-10-13 14:04:01.052, 23.16053
2024-10-13 14:04:01.110, 17.1193
2024-10-13 14:04:01.150, 24.47861
2024-10-13 14:04:01.197, 21.09104
2024-10-13 14:04:01.408, 4.850709
2024-10-13 14:04:01.572, 6.087301
2024-10-13 14:04:01.646, 13.35691
2024-10-13 14:04:01.697, 21.95804
2024-10-13 14:04:01.745, 19.52282
2024-10-13 14:04:01.790, 21.18864
2024-10-13 14:04:01.851, 16.65479
2024-10-13 14:04:01.895, 21.75161
2024-10-13 14:04:01.940, 22.56975
2024-10-13 14:04:01.988, 22.10292
2024-10-13 14:04:02.034, 20.17569
2024-10-13 14:04:02.094, 16.78444
2024-10-13 14:04:02.144, 22.21136
2024-10-13 14:04:02.194, 19.8646
2024-10-13 14:04:02.242, 20.26696
2024-10-13 14:04:02.302, 16.22339
2024-10-13 14:04:02.352, 20.78505
2024-10-13 14:04:02.405, 20.15329
2024-10-13 14:04:02.457, 19.45154
2024-10-13 14:04:02.526, 15.18492
2024-10-13 14:04:02.583, 17.91649
2024-10-13 14:04:02.634, 17.50023
2024-10-13 14:04:02.686, 19.72488
2024-10-13 14:04:02.754, 14.72633
2024-10-13 14:04:02.807, 19.2445
2024-10-13 14:04:02.863, 19.03246
2024-10-13 14:04:02.917, 17.77269
2024-10-13 14:04:02.984, 14.75747
2024-10-13 14:04:03.042, 18.70806
2024-10-13 14:04:03.098, 17.34973
2024-10-13 14:04:03.155, 17.8062
2024-10-13 14:04:03.225, 13.9736
2024-10-13 14:04:03.297, 17.87831
2024-10-13 14:04:03.363, 13.76341
2024-10-13 14:04:03.459, 11.9097
2024-10-13 14:04:03.533, 12.91913
2024-10-13 14:04:03.604, 13.36843
2024-10-13 14:04:03.697, 10.34489
2024-10-13 14:04:03.777, 13.15589
2024-10-13 14:04:03.847, 12.96714
2024-10-13 14:04:03.961, 12.88281
2024-10-13 14:04:04.066, 9.690317
2024-10-13 14:04:04.180, 9.154491
2024-10-13 14:04:04.315, 7.427853
2024-10-13 14:04:04.526, 8.676195
2024-10-13 14:04:04.751, 4.128066
2024-10-13 14:04:04.909, 50
2024-10-13 14:04:09.102, 50
2024-10-13 14:04:09.385, 3.025716
2024-10-13 14:04:09.613, 7.197657
2024-10-13 14:04:09.775, 5.195626
2024-10-13 14:04:09.947, 50
2024-10-13 14:04:22.903, 50
